timestamp tx ty tz qx qy qz qw 
1305033533.6962 1.4427 -0.7007 0.6705 0.777 -0.4455 0.2164 -0.3886
1305033533.736 1.4363 -0.7091 0.6697 0.7726 -0.4535 0.2219 -0.3851
1305033533.766 1.4315 -0.7154 0.6694 0.7687 -0.4589 0.227 -0.3833
1305033533.806 1.4245 -0.7233 0.6696 0.765 -0.4658 0.2328 -0.3789
1305033533.8361 1.4191 -0.7294 0.6695 0.7598 -0.4719 0.2366 -0.3796
1305033533.876 1.4111 -0.7378 0.6694 0.7539 -0.4818 0.2412 -0.3758
1305033533.9061 1.4048 -0.744 0.669 0.7486 -0.4888 0.2458 -0.3746
1305033533.9361 1.3982 -0.7502 0.6688 0.7441 -0.4952 0.2493 -0.3729
1305033533.9661 1.3911 -0.7559 0.6691 0.7396 -0.5003 0.2533 -0.3721
1305033534.0061 1.3811 -0.7635 0.6697 0.7337 -0.5065 0.2588 -0.3717
1305033534.0361 1.373 -0.7695 0.6709 0.7286 -0.5119 0.2641 -0.3707
1305033534.0661 1.3651 -0.7752 0.6721 0.7226 -0.5164 0.2691 -0.3725
1305033534.106 1.3533 -0.7831 0.6736 0.7156 -0.5244 0.2733 -0.372
1305033534.136 1.3438 -0.7893 0.6744 0.7107 -0.531 0.2761 -0.3698
1305033534.166 1.3337 -0.7952 0.6752 0.7064 -0.537 0.2796 -0.3665
1305033534.206 1.3196 -0.8033 0.6759 0.7001 -0.5456 0.2838 -0.3629
1305033534.236 1.3084 -0.8093 0.6765 0.6966 -0.5519 0.2846 -0.3594
1305033534.266 1.297 -0.8145 0.6773 0.6928 -0.5581 0.286 -0.3561
1305033534.3061 1.2819 -0.8215 0.6782 0.6876 -0.5625 0.291 -0.3551
1305033534.336 1.27 -0.8272 0.6789 0.684 -0.5635 0.2957 -0.3566
1305033534.366 1.2578 -0.8319 0.6796 0.6826 -0.566 0.2966 -0.3547
1305033534.406 1.2418 -0.8383 0.6801 0.6793 -0.5701 0.2999 -0.3515
1305033534.4361 1.2295 -0.8427 0.6796 0.6759 -0.5751 0.301 -0.349
1305033534.466 1.2173 -0.8464 0.679 0.6751 -0.5814 0.2986 -0.3423
1305033534.506 1.2014 -0.8514 0.6782 0.6692 -0.5892 0.3015 -0.3378
1305033534.536 1.1897 -0.8548 0.6775 0.6656 -0.5942 0.3028 -0.335
1305033534.576 1.1742 -0.8586 0.6767 0.6601 -0.6001 0.3072 -0.3314
1305033534.606 1.1622 -0.8598 0.6768 0.6572 -0.6075 0.3072 -0.3236
1305033534.6363 1.151 -0.8615 0.6771 0.6489 -0.6124 0.3132 -0.3254
1305033534.676 1.1351 -0.8632 0.6775 0.6396 -0.6187 0.3194 -0.3258
1305033534.706 1.1234 -0.8617 0.6776 0.636 -0.6248 0.3184 -0.3221
1305033534.736 1.1104 -0.8616 0.6781 -0.6296 0.6307 -0.3216 0.3199
1305033534.766 1.0977 -0.8607 0.6788 -0.6237 0.6364 -0.3247 0.3173
1305033534.8061 1.0802 -0.8585 0.6794 -0.6151 0.6435 -0.329 0.3152
1305033534.836 1.0671 -0.8567 0.6797 -0.609 0.6494 -0.3311 0.3128
1305033534.876 1.0494 -0.8536 0.6791 -0.601 0.6556 -0.3353 0.3107
1305033534.906 1.036 -0.8508 0.6782 -0.5965 0.6594 -0.3381 0.3083
1305033534.9361 1.0223 -0.8477 0.6769 -0.5915 0.6635 -0.3419 0.3049
1305033534.9761 1.0037 -0.843 0.675 -0.5845 0.6702 -0.3446 0.3007
1305033535.0061 0.9893 -0.8394 0.6732 -0.5782 0.6765 -0.3448 0.2986
1305033535.0361 0.9746 -0.8356 0.6709 -0.5725 0.682 -0.345 0.2969
1305033535.076 0.9547 -0.8304 0.6679 -0.5674 0.689 -0.3454 0.2899
1305033535.106 0.9401 -0.8265 0.6658 -0.5637 0.6936 -0.3459 0.2855
1305033535.1361 0.926 -0.8224 0.6639 -0.5597 0.6974 -0.3459 0.2841
1305033535.1761 0.9069 -0.8172 0.6624 -0.5579 0.7017 -0.3434 0.2802
1305033535.2061 0.8936 -0.8135 0.6615 -0.5559 0.704 -0.3433 0.2784
1305033535.2361 0.8807 -0.8096 0.6607 -0.5555 0.7051 -0.342 0.278
1305033535.2761 0.8649 -0.805 0.6599 -0.5534 0.7072 -0.3415 0.2774
1305033535.3061 0.8529 -0.8022 0.6589 -0.553 0.7096 -0.3394 0.2745
1305033535.336 0.8421 -0.8 0.6585 -0.5532 0.7111 -0.3386 0.2715
1305033535.376 0.8285 -0.798 0.6581 -0.551 0.7129 -0.3399 0.2696
1305033535.4061 0.8192 -0.7969 0.6582 -0.5496 0.7148 -0.3387 0.2688
1305033535.436 0.8108 -0.796 0.6585 -0.5481 0.7162 -0.3383 0.2687
1305033535.4761 0.8004 -0.7951 0.6587 -0.5468 0.7177 -0.338 0.2677
1305033535.5061 0.7933 -0.7947 0.6589 -0.5461 0.718 -0.3392 0.2666
1305033535.536 0.7868 -0.7945 0.6592 -0.5458 0.7184 -0.3402 0.2651
1305033535.5761 0.7784 -0.7945 0.659 -0.5438 0.7196 -0.3409 0.265
1305033535.6061 0.7723 -0.7944 0.6591 -0.5426 0.721 -0.3402 0.2645
1305033535.6361 0.7665 -0.7943 0.6592 -0.5421 0.7219 -0.3398 0.2638
1305033535.676 0.7594 -0.7942 0.6588 -0.5404 0.7227 -0.3403 0.2644
1305033535.706 0.7539 -0.794 0.6586 -0.5399 0.7235 -0.3396 0.2639
1305033535.736 0.7488 -0.7939 0.6584 -0.5395 0.7237 -0.3392 0.2648
1305033535.776 0.7421 -0.7938 0.6579 -0.5395 0.7239 -0.3388 0.2648
1305033535.806 0.7373 -0.7939 0.6573 -0.5389 0.7243 -0.3392 0.2644
1305033535.836 0.732 -0.7942 0.657 -0.5386 0.7256 -0.3386 0.2623
1305033535.8761 0.7252 -0.7945 0.6572 -0.5371 0.7264 -0.3389 0.2627
1305033535.9061 0.7201 -0.7946 0.6574 -0.5356 0.7276 -0.3384 0.2633
1305033535.936 0.715 -0.7943 0.6574 -0.5347 0.7286 -0.3375 0.2634
1305033535.976 0.7083 -0.7939 0.6571 -0.5348 0.7283 -0.3371 0.2645
1305033536.006 0.7032 -0.7935 0.6564 -0.5362 0.7281 -0.3363 0.2632
1305033536.036 0.6983 -0.7935 0.6558 -0.5369 0.7283 -0.336 0.2616
1305033536.076 0.692 -0.7935 0.6555 -0.5366 0.7293 -0.3354 0.2603
1305033536.106 0.6878 -0.7935 0.6556 -0.535 0.7305 -0.3353 0.2602
1305033536.136 0.6837 -0.7937 0.6555 -0.5344 0.7318 -0.334 0.2596
1305033536.1761 0.6789 -0.7943 0.6553 -0.5337 0.7332 -0.3335 0.2577
1305033536.206 0.6759 -0.7946 0.6552 -0.5334 0.7341 -0.333 0.2563
1305033536.246 0.6726 -0.7951 0.6548 -0.5329 0.7348 -0.3332 0.2552
1305033536.276 0.6707 -0.7956 0.6548 -0.5328 0.7354 -0.3333 0.2535
1305033536.306 0.6694 -0.7959 0.655 -0.5323 0.7371 -0.3319 0.2514
1305033536.346 0.6687 -0.797 0.655 -0.5306 0.738 -0.3329 0.2508
1305033536.376 0.6691 -0.7977 0.6546 -0.5271 0.7396 -0.3345 0.2516
1305033536.4061 0.6698 -0.7986 0.6547 -0.5251 0.7414 -0.3345 0.2505
1305033536.446 0.6716 -0.7997 0.655 -0.5235 0.7426 -0.335 0.2495
1305033536.476 0.6737 -0.8006 0.6552 -0.5224 0.7434 -0.3355 0.2488
1305033536.5059 0.6765 -0.8016 0.6557 -0.522 0.7437 -0.3357 0.2484
1305033536.546 0.681 -0.8031 0.656 -0.52 0.7445 -0.3369 0.2486
1305033536.576 0.6849 -0.8043 0.6565 -0.5184 0.7451 -0.338 0.2488
1305033536.606 0.6893 -0.8055 0.6569 -0.5173 0.7457 -0.339 0.2478
1305033536.646 0.6958 -0.8072 0.6571 -0.5149 0.7465 -0.341 0.2477
1305033536.676 0.7011 -0.8085 0.6574 -0.5128 0.7471 -0.3425 0.2481
1305033536.706 0.7065 -0.81 0.6577 -0.5105 0.748 -0.3443 0.2476
1305033536.746 0.7137 -0.812 0.6584 -0.5074 0.7497 -0.3456 0.247
1305033536.776 0.7191 -0.8136 0.659 -0.5048 0.751 -0.3473 0.2462
1305033536.8062 0.7247 -0.8155 0.6598 -0.5025 0.7511 -0.35 0.2466
1305033536.846 0.7319 -0.8178 0.6614 -0.4992 0.7529 -0.3517 0.2453
1305033536.8761 0.7372 -0.8199 0.6627 -0.4969 0.7539 -0.3536 0.2445
1305033536.906 0.7428 -0.8219 0.6638 -0.4934 0.7549 -0.3562 0.2447
1305033536.946 0.7499 -0.8245 0.6654 -0.4896 0.7572 -0.3567 0.2444
1305033536.976 0.7555 -0.8266 0.6662 -0.4868 0.7582 -0.3585 0.2443
1305033537.006 0.7608 -0.8287 0.667 -0.4846 0.7592 -0.36 0.2431
1305033537.046 0.7679 -0.8318 0.6687 -0.4814 0.7596 -0.3636 0.2432
1305033537.076 0.7729 -0.8338 0.67 -0.479 0.7612 -0.3637 0.2425
1305033537.1061 0.778 -0.8358 0.6713 -0.4767 0.7626 -0.364 0.2421
1305033537.146 0.7849 -0.8388 0.6727 -0.4747 0.7628 -0.3663 0.242
1305033537.1761 0.7902 -0.8408 0.6735 -0.4731 0.7636 -0.3672 0.2413
1305033537.2061 0.7955 -0.843 0.6738 -0.4719 0.7634 -0.3691 0.2414
1305033537.246 0.8026 -0.8459 0.6735 -0.4693 0.765 -0.37 0.2402
1305033537.2761 0.8084 -0.8479 0.6731 -0.4654 0.7679 -0.3693 0.2396
1305033537.3062 0.8142 -0.8499 0.6724 -0.4625 0.7698 -0.3694 0.2391
1305033537.3462 0.8226 -0.8526 0.6713 -0.4586 0.7718 -0.3704 0.2384
1305033537.3762 0.829 -0.8543 0.6704 -0.4557 0.7735 -0.3707 0.2378
1305033537.4062 0.8361 -0.8563 0.669 -0.4522 0.7752 -0.3712 0.2383
1305033537.4462 0.8457 -0.859 0.6677 -0.4484 0.7772 -0.3716 0.2383
1305033537.4762 0.8532 -0.8611 0.6667 -0.4461 0.7784 -0.372 0.2383
1305033537.5163 0.8635 -0.8641 0.6655 -0.4428 0.7802 -0.3723 0.238
1305033537.5463 0.8718 -0.8668 0.6643 -0.4391 0.7809 -0.3745 0.2392
1305033537.5763 0.8798 -0.8697 0.6634 -0.4359 0.7829 -0.3745 0.2383
1305033537.6164 0.8911 -0.8739 0.6621 -0.4311 0.7853 -0.3744 0.2391
1305033537.6363 0.8969 -0.8761 0.6613 -0.4282 0.7862 -0.375 0.2405
1305033537.6763 0.9084 -0.8812 0.66 -0.4239 0.7878 -0.3768 0.2401
1305033537.7164 0.9194 -0.8864 0.659 -0.4204 0.7896 -0.3784 0.238
1305033537.7464 0.9274 -0.8906 0.6584 -0.4166 0.7912 -0.3802 0.2363
1305033537.7764 0.9347 -0.8951 0.6584 -0.4121 0.7939 -0.3808 0.2341
1305033537.8164 0.944 -0.9012 0.6582 -0.4044 0.7985 -0.381 0.2317
1305033537.8464 0.9504 -0.9059 0.6582 -0.3996 0.8025 -0.3793 0.2289
1305033537.8764 0.9571 -0.9106 0.6582 -0.3949 0.8052 -0.3801 0.2264
1305033537.9065 0.9634 -0.9155 0.6581 -0.3904 0.8085 -0.3794 0.2234
1305033537.9464 0.9714 -0.9231 0.6576 -0.3844 0.812 -0.3812 0.2181
1305033537.9764 0.9771 -0.9287 0.6574 -0.3801 0.8157 -0.3802 0.2138
